text,category
"Will Tory tax cuts lift spirits?
 
 Michael Howard has finally revealed the full scale of his planned Tory tax cuts.
 
 Should he win the next general election, he has earmarked £4 billion that will be used to reduce taxes - although he still will not say which or how. This was the pre-election message many in his party have been pressing for and voters, he believes, will warm to. At its simplest, it is saying: ""Vote Tory and you can have it both ways"". Not only would his government stick to Labour spending plans on core public services, including health and education, it would increase spending on defence, police and pensions. And even after that was done, it would still have enough left over for a tax cut equivalent to about a penny off the basic rate of income tax.
 
 All the money would come from its £35 billion efficiency savings which would see the axe taken to bureaucracy, waste and the civil service. Of that, £23 billion would go on spending plans, with £8 billion to fill the black hole left, they claim, by Gordon Brown, and the rest going in tax cuts.
 
 Neither Mr Howard nor Mr Letwin would say exactly how they would use that cash, although a cut in the basic rate seems unlikely. Ideas already floated include raising tax thresholds and abolishing or reducing inheritance tax, although some in the Tory party are urging Mr Howard to announce something more eye-catching before the election. As the Tory leader declared, the aim of the exercise is to open up a real economic policy divide between Labour and the Tories. ""At this election, people will have a clear choice between Mr Blair who will waste more and tax more and the Conservative party which will give value for money and tax less,"" he said.
 
 It is a move back towards an almost traditional Tory message which previously suggested Labour was the party of tax rises and the Conservatives the party of tax cuts.
 
 The extension of that, however, was that Labour was also seen as the party of big spending on the public services while the Tories were the cutters. And that is where one of the problems lies for Mr Howard - can he persuade sceptical voters that they really can have it both ways with bigger spending on public services AND lower taxes? He insists he will not promise anything before the election that he cannot deliver if put into Downing Street. Labour, needless to say, claim his planned £35bn efficiency savings simply don't add up and that those sorts of figures are fantasy.
 
 One of New Labour's greatest successes before the historic 1997 election was to persuade voters, business and the City that it could be trusted to run the economy. So far that has not faced any real challenge, but independent analysts now claim a third New Labour government would be forced to either increase taxation or taxes to plug a black hole it has at the centre of its finances. Meanwhile, the Liberal Democrats are committed to increasing taxes for the most well off to finance their spending proposals launched earlier in the day. So, Mr Howard hopes his message will start to hit home during this unofficial election campaign and that his poll ratings might finally lift off the floor. And, while other issues like the Iraq war and trust will play a major part in that campaign, it is likely - and the prime minister probably hopes - that the economy will be the deciding factor.
",politics
"'UK will stand firm on EU rebate'
 
 Britain's £3bn EU rebate is not up for renegotiation at next week's European Council summit, Jack Straw said.
 
 The foreign secretary told MPs the rebate, secured by Margaret Thatcher in 1984, was ""entirely justified"". New European commission president Jose Manuel Barroso has suggested the cash could be shared out among net contributors to the EU budget. Mr Straw acknowledged some countries in the newly enlarged 25 nation EU still had to ""see the light"" on the rebate.
 
 But the foreign secretary told the Commons foreign affairs committee: ""Our position is very clear: it is entirely justified and it is not for negotiation."" He added that he did not think there would be a political price to pay for the UK's stance - Britain contributed more and received less than other EU states. The two-day European Council summit in Brussels begins on 16 December and is widely expected to mark the beginning of a lengthy negotiating period over the EU's budget for 2007-13. The wrangling could stretch into 2005, even 2006.
 
 The UK, France, Germany, Austria, the Netherlands and Sweden want the EU budget to be capped at 1% of member states' combined national incomes - the Commission wants it to be 1.26%. Mr Straw said the EU commission's proposal would mean a 35% hike in the budget. ""I don't know of any national government thinking of increasing its budget by that amount,"" he added. The foreign secretary said he hoped the talks next week could produce a date in 2005 for the beginning of negotiations with Turkey about possible EU membership although that there would be no prospect of a date for joining for some time.
",politics
"Brown comes out shooting
 
 Labour may have abolished hunting - but that didn't stop Chancellor Gordon Brown using his Budget to fire both barrels at some of the opposition parties' core election foxes.
 
 Specifically, it saw him attempting to slaughter the council tax as an election issue and to tear limb from limb their wider policies for pensioners and families. In a relatively short speech he kept the best for last and was clearly out to give exactly that pre-election boost everyone had been predicting. So if you are a couple with children, a pensioner, a patient or a youngster, there was something pulled from Mr Brown's red box in an attempt to persuade you to stick with or switch to a New Labour government. Like a surgeon, he attempted to target his handouts with absolute precision onto exactly the groups the government needs to appeal to in the election campaign.
 
 The announcements brought great cheers from his own MPs who are now in full-on election mode and had been looking to their man to give them ammunition for the doorsteps. They obviously believed he had done that for them and, coincidentally, given his own image as a prime minister-in-waiting another little boost.
 
 Labour MPs, for example, will undoubtedly now engage in a debate over exactly how redistributive - a lovely Old Labour word - this chancellor really is. But Gordon Brown is never going to put on a show and even as he was out to cast himself as the man who will win Labour an historic third term, his demeanour remained quiet, confident and reassuring. Prudence made an appearance, albeit towards the end of his address, as he assured voters he would do nothing to mess up the economic stability he had brought to Britain and which, he claimed, would be thrown away by anyone else. According to the opposition parties, however, it is all one big con trick.
 
 As always, they accused him of glossing over the facts of the ""black hole"" at the centre of his finances which, they claim, would ensure tax increases after the election. He did it most obviously with his increase in national insurance contributions after the 2001 election campaign during which he had pledged not to increase income tax. As Liberal Democrat leader Charles Kennedy claimed, for most families the distinction between income tax and a tax on income is meaningless.
 
 Tory leader Michael Howard said the chancellor was up to his old trick of deliberately re-casting his forecasts to give the illusion that everything in the Treasury larder is as fresh as the day it was first stored away for future use. He branded it a dodgy ""vote now pay later"" budget based on dodgy figures from a dodgy government that gave Britain the dodgy dossier. Where the chancellor mostly avoided direct electioneering, Mr Howard felt no such constraint with attacks like comparing Mr Brown's forecasts to the prime minister's forecasts on Iraq's weapons of mass destruction. As ever, there will now be a period of frantic activity by the opposition parties' treasury specialists as they pore over the chancellor's red book, which sets out the fine detail of his budget, in an attempt to spot the flaws. In particular there will be an argument over precisely whose policies on the council tax will offer people the best deal. And in Labour circles there will undoubtedly be an argument over just how good a prime minister Gordon Brown will make at some point after the next election.
",politics
"Lib Dems unveil women's manifesto
 
 The Liberal Democrats are attempting to woo female voters with the launch of their manifesto for women.
 
 Charles Kennedy is pledging a maternity income guarantee and a pension system based on years of residence rather than national insurance payments. He also thinks women will back plans to end university tuition fees and for free long-term care for the elderly. Both Labour and the Conservatives have said they also plan to boost pensions and to improve childcare support. Mr Kennedy says he wants to deal with policy areas that disadvantage women. ""Two million pensioners in Britain currently live below the government's own poverty line - two-thirds of whom are women,"" he said.
 
 He says that pensions based on the number of years worked ignore the contribution women make caring for children. The Lib Dem's Citizen's Pension, based on length of residency not on national insurance contributions, would address that imbalance, Mr Kennedy argues. Under the package, new mothers would be offered minimum guaranteed maternity pay of £170 a week for the first six months after the birth of their first child. Mr Kennedy also believes the party's plans to use the money saved from not introducing ""illiberal"" ID cards to boost police numbers by 10,000 would appeal to women too. The policies are not new announcements, but the way they are structured as a package to appeal to women is.
 
 Mr Kennedy also points to the fact that 40% of the party's candidates set to stand in winnable or target seats are women. Party strategists claim that where women candidates replace men turnout rises by 4%. Mr Kennedy began the pitch for female support with an interview on BBC Radio 4's Women's Hour on Monday. During the interview Mr Kennedy revealed that he planned to structure the party's general election campaign around the birth of his first child, which is expected in April. The baby and his wife Sarah would be ""priority number one"" even if it arrived in the middle of the election campaign, he said.
 
 Party strategists believe winning over a significant proportion of women voters is key to electoral success. A party spokesman said it was courting female votes because they tended to vote more than men and are believed to be more considered and open-minded in deciding who they vote for. Labour's deputy minister for women Jacqui Smith accused the Lib Dems of offering ""false promises"" to women and said their sums did not add up. She said: ""These proposals would increase the costs to the public purse drastically year on year, and hard working families will pay dearly, through either increased taxes or reduced spending on public services"". The Labour party has committed itself to ""universal, affordable and flexible"" childcare for parents of all 3 to 14 year-olds, including childcare centred on schools to be available from 8am to 6pm. In September, Trade and Industry Secretary Patricia Hewitt said she would like to see longer paid maternity leave, higher paternity pay and the extension of flexible working rights to carers, if Labour won a third term. The Conservatives are yet to unveil their manifesto plans for childcare but said in November they would increase maternity pay and pay the child tax credit in cash to parents to spend as they like, on a nanny, au pair or even a family member, such as a grandparent, acting as a carer. They were also consulting on making childcare costs tax deductible.
",politics
"Kennedy criticises 'unfair' taxes
 
 Gordon Brown has failed to tackle the ""fundamental unfairness"" in the tax system in his ninth Budget, Charles Kennedy has said.
 
 How was it right that the poorest 20% of society were still paying more as a proportion of their income than the richest 20%, the Lib Dem leader asked. The new £200 council tax rebate for pensioners did nothing to fix the ""unfair tax"", he added. The government could not go on ""patching up"" the system, he added. Speaking in the Commons after Mr Brown had delivered what is widely thought to be the last Budget before the general election, Mr Kennedy acknowledged that the UK was one of the most successful economies in the world.
 
 But he criticised both the chancellor and the Tories for failing to address the ""ticking bomb"" of council tax revaluation. He said the recent experience of Wales indicated seven million households in England would pay significantly more after revaluation. The chancellor's announcement that he was to offer a £200 council tax rebate paid by pensioner households was merely a ""sticking plaster"" to a much bigger problem. The Lib Dem plan for a local income tax would benefit the typical household by more than £450 a year, with half of all pensioners paying no local tax and about three million being better off.
 
 On pensions, Mr Kennedy said it was a ""scandal"" that the system discriminated against women who had missed making National Insurance payments when they were having children. He said a residency criteria would end ""at a stroke this fundamental iniquity"". Mr Kennedy added his party's priorities of free long-term care for the elderly, abolishing top-up fees and replacing the council tax would be funded by charging 50% income tax to those earning more than £100,000 per annum. He contrasted his approach with Mr Brown's pledge in 2001 not to increase income tax. The chancellor went on to put up National Insurance contributions after the election. ""For most individuals, most families, most households, it adds up to exactly the same thing,"" said Mr Kennedy. ""And they wonder why people get cynical about their politicians when they give one impression before an election and do exactly the opposite after that election.""
",politics
"Lib Dems highlight problem debt
 
 People vulnerable to problem debts should be afforded greater protection from banks aggressively promoting financial products, the Lib Dems say.
 
 Vincent Cable says one in eight households already struggle with debt and that will worsen if there is a hike in interest rates or unemployment. The Lib Dems' Treasury spokesman is unveiling a policy aimed at the issue. He wants to see ""proper health checks"" when loans are marketed so people know to take out payment protection.
 
 ""Were economic conditions to deteriorate at all, large numbers of people could be affected because they have borrowed to the limit,"" Mr Cable told BBC News. ""Banks are very aggressively promoting debt in many cases there is a bigger problem ahead."" Mr Cable said the government's Consumer Credit Bill would target some of the ""extreme problems"" such as loan sharking, but ministers had been ""a bit complacent"" about the wider issue of debt levels. He said much of the payment protection currently available was ""extremely expensive"" and there were ""lots of exclusions"".
 
 Mr Cable added that the Office of Fair Trading should investigate the market. Lib Dem leader Charles Kennedy meanwhile is in the middle of a tour of the UK aimed at persuading voters his is the ""real opposition"". Mr Kennedy is visiting a mixture of rural seats, where his party is hoping to make gains from the Conservatives, and urban areas traditionally associated with Labour. Labour say a Lib Dem vote could ""let the Tories in"", while the Tories say the Lib Dems would mean ""higher taxes, soft crime laws, more power to Europe"". Mr Kennedy's tour comes as he, Labour leader Tony Blair and Conservative leader Michael Howard all step up campaigning ahead of the next General Election, widely expected to be held on 5 May.
 
 The Liberal Democrats say in the northern cities, the race is between them and Labour, while in southern seats - particularly the south west - it is between them and the Tories. Speaking to the BBC's Westminster Hour on Sunday, Mr Kennedy said the upcoming general election - widely tipped for 5 May - would be much more unpredictable than any others in ""recent experience"". And he brushed off Labour suggestions a vote for his party would mean letting the Tories in ""by the back door"". ""If you look at the four previous parliamentary by-elections, the Liberal Democrats have demonstrated that, not only can we leapfrog the Conservatives where we start in a third place position, but we can go on to defeat the government. ""That's going to be the story, I think, of this coming general election.""
",politics
"Brown calls for £5.5bn Aids fund
 
 Gordon Brown has called on rich nations to fund a £5.5bn ($10bn) plan to fight the Aids epidemic and find a vaccine.
 
 On the fourth day of his six-day tour of Africa, the UK chancellor predicted a vaccine could be found by 2012 if the world stepped up its funding pledges. Doubling the £400m being spent yearly on finding such a vaccine could advance it by three years and save six million lives, Mr Brown said on Thursday. He hopes to use the UK's G8 presidency to push the issue forward.
 
 ""I believe that the generation that provided the finance to combat, cure and eradicate the world's deadliest disease of today - and today the world's least curable disease - HIV/Aids - will rightly earn the title 'the great generation',"" Mr Brown said in a speech during his African tour. The problems of HIV/Aids were inseparable from poverty, he added. ""At least $10 billion per annum (£5.5bn) is needed to address the HIV/Aids crisis in low and middle income countries. ""Existing financial commitments on their own will not stop the pandemic. ""The UK's proposal for an International Finance Facility is so important - increasing world aid flows by over $50 billion (£27bn). A doubling of world aid to halve world poverty."" Mr Brown also said he had agreed with the Italian finance minister Domenico Siniscalco to push forward with plans for the world-wide sharing and co-ordination of research into the disease.
 
 Currently the private sector was only spending £60m a year on seeking an inoculation and the market needed boosting, Mr Brown said. He called on industrialised nations to commit themselves to buying the first 300m vaccines at a cost of $20 each, thereby boosting the market for inoculations. This would be a ""large enough inducement to create much stronger interest from both large and small pharmaceutical firms"", Mr Brown added.
 
 More must also be done to finance the treatment and care of those living with HIV/Aids and their families, he said. But Aid charity Actionaid criticised Mr Brown's preoccupation with finding a vaccine and called on G8 nations to fund HIV/Aids treatments. The charity's head of HIV/Aids in Britain, Simon Wright said: ""While encouraging the pharmaceutical industry to discover an HIV vaccine is important, a failure to provide any funding for HIV treatments condemns a generation of people to death. ""HIV is decimating African countries, killing the most productive adults who should be working, caring for children and building the economy. An HIV vaccine is probably at least 10 years away. Treatments are needed now."" On Wednesday, Mr Brown visited slums in the Kenyan capital Nairobi . He will visit an HIV/Aids orphanage in Tanzania and a women's credit union in Mozambique before chairing a meeting of the Commission for Africa in Cape Town. The chancellor has already unveiled proposals for a G8 aid package which he has likened to the Marshall Plan used by the United States to rebuild Europe after World War Two.
",politics
"Will the Budget bring out smiling voters?
 
 As Tory spokesman Oliver Letwin said - any chancellor would use his pre-election budget to offer some vote winning sweeteners, wouldn't he.
 
 And everyone does, indeed, expect Gordon Brown to do just that in his last budget before the expected polling day of 5 May. There will be plenty of talk about taking no risks with the economy or handing out irresponsible giveaways. But Mr Brown will stun Westminster and break just about every historical precedent if he fails to do something designed to put a smile on voters' faces and make them more inclined to back Labour in the election. And there has already been speculation about possible tax reductions for the poorest and increasing the threshold on stamp duty in this week's Budget. The aim of his package will be to keep any disillusioned core Labour voters in the fold, while ensuring the middle England voters who gave Tony Blair two election victories don't desert him at the third poll.
 
 And, needless to say, there will be plenty of analysis of what impact the Budget will have on Mr Brown's own ambitions to replace Mr Blair as prime minister at some point after a third win. But there is a shadow hanging over this pre-election performance - in the shape of £11 billion or thereabouts. That is the size of the financial ""black hole"" the Tories, backed by some independent forecasters, believe Mr Brown will have to fill with tax increases after the election.
 
 The opening shot in that battle was fired at the weekend with claims a Treasury leak suggested Mr Brown was ready to slap capital gains tax on home sales to raise some of that cash. It was immediately denied, but the Tories remain suspicious, claiming that, as Mr Letwin said, if the money does not come from there, where will it come from.
 
 Mr Brown will undoubtedly claim the forecasts are simply wrong and that he will have absolutely no need to raise taxes after the election, should Labour win. Previous gloomy forecasts proved wrong, he will argue, while suggesting that only by sticking with him can Britain continue to have a sound economy, low unemployment and high public spending. The opposition will reject that by claiming they can keep the economy sound, increase spending and cut taxes at the same time.
 
 The Liberal Democrats will also promise to run a sound economy, but based on increased taxes to fund spending and, amongst other things, abolishing the council tax in favour of a local income tax. And there will be prolonged argument over which of the parties can make the greatest savings in Whitehall and beyond to fund their policies. But probably what that all boils down to is a simple question of which of the parties the voters most trust to keep the economy stable and avoid any unpleasant surprises in the coming years. And it is probably still the answer to that one question that will overwhelmingly decide the outcome of the general election.
",politics
"Kennedy begins pre-election tour
 
 Liberal Democrat leader Charles Kennedy has begun a week-long tour to persuade voters they are the ""real opposition"".
 
 Mr Kennedy is visiting constituencies in Somerset and Hampshire on Monday - rural seats where his party is hoping to make gains from the Conservatives. Later he will visit places, such as Liverpool, where Labour is targeted. Labour say a Lib Dem vote could ""let the Tories in"", while the Tories say the Lib Dems would mean ""higher taxes, soft crime laws, more power to Europe"". Mr Kennedy's tour comes as he, Labour leader Tony Blair and Conservative leader Michael Howard all step up campaigning ahead of the next General Election, widely expected to be held on 5 May. On Tuesday Mr Kennedy will visit Leicester South, where Lib Dem MP Parmjit Singh Gill overturned a big Labour majority to win the seat in last year's by-election.
 
 Stops in Shrewsbury, North Dorset, Liverpool, Manchester, Basingstoke and west London are planned for later in the week. The Liberal Democrats say in the northern cities, the race is between them and Labour, while in southern seats - particularly the south west - it is between them and the Tories. Speaking to the BBC's Westminster Hour on Sunday, Mr Kennedy said the upcoming general election - widely tipped for 5 May - would be much more unpredictable than any others in ""recent experience"". Asked whether it was realistic to assume the Liberal Democrats could win the general election, he said: ""There's no limit to the ambitions we have as a party. ""But we have got to be responsible, we have got to be credible, we have got to demonstrate to people that we are up to that task.""
 
 Mr Kennedy said the British public felt let down by Labour on issues from Iraq to top-up fees and the Conservatives were not ""asking the critical questions"". And he said people were ""highly sceptical"" about Labour and Conservative promises on tax. But he brushed off Labour suggestions a vote for his party would mean letting the Tories in ""by the back door"". ""If you look at the four previous parliamentary by-elections, the Liberal Democrats have demonstrated that, not only can we leapfrog the Conservatives where we start in a third place position, but we can go on to defeat the government. ""That's going to be the story, I think, of this coming general election.""
",politics
"UKIP could sue Veritas defectors
 
 The UK Independence Party could take legal action to unseat two London Assembly members who defected to Robert Kilroy Silk's Veritas Party.
 
 Damian Hockney, now Veritas deputy leader, and Peter Hulme-Cross were elected in 2004 on the list system. The party argues the pair should give up their seats as they won them as UKIP representatives, not as individuals. Mr Hockney said the law was clear that those elected on a list who quit their party should keep their seats. UKIP chairman Petrina Holdsworth urged the men to step down from the GLA in a letter.
 
 She said: ""The party has taken legal advice and it is clear that we could take legal proceedings against you which could result in the return of our seats and/or damages against you. ""We would however like you to be given an opportunity to reflect on what you have done, to restore your own credibility with the electorate and return the seats to the party which won them fair and square at the last election."" Mr Hockney said the law worked in exactly the same way for the GLA as it did for other electoral list systems. ""The Greater London Act is clear that if someone resigns who was elected on a list, their party whip the seat belongs to them and not the party."" He said Mr Hulme-Cross and himself had no intention of resigning and added that they felt that it was UKIP who were not being true to the electorate. He accused the party of signing up to a deal with the Tories in Europe, rather than sticking to an independent stance. But the claim was denied by UKIP spokesman, who said: ""Mr Hockney's accusations are like his sense of political morals - empty."" Veritas was formed by Mr Kilroy-Silk earlier this month after he quit UKIP following an unsuccessful bid to take over as leader.
",politics
"Budget to set scene for election
 
 Gordon Brown will seek to put the economy at the centre of Labour's bid for a third term in power when he delivers his ninth Budget at 1230 GMT. He is expected to stress the importance of continued economic stability, with low unemployment and interest rates. The chancellor is expected to freeze petrol duty and raise the stamp duty threshold from £60,000. But the Conservatives and Lib Dems insist voters face higher taxes and more means-testing under Labour.
 
 Treasury officials have said there will not be a pre-election giveaway, but Mr Brown is thought to have about £2bn to spare.
 
 - Increase in the stamp duty threshold from £60,000 
  - A freeze on petrol duty 
  - An extension of tax credit scheme for poorer families 
  - Possible help for pensioners The stamp duty threshold rise is intended to help first time buyers - a likely theme of all three of the main parties' general election manifestos. Ten years ago, buyers had a much greater chance of avoiding stamp duty, with close to half a million properties, in England and Wales alone, selling for less than £60,000. Since then, average UK property prices have more than doubled while the starting threshold for stamp duty has not increased. Tax credits As a result, the number of properties incurring stamp duty has rocketed as has the government's tax take. The Liberal Democrats unveiled their own proposals to raise the stamp duty threshold to £150,000 in February.
 
 The Tories are also thought likely to propose increased thresholds, with shadow chancellor Oliver Letwin branding stamp duty a ""classic Labour stealth tax"". The Tories say whatever the chancellor gives away will be clawed back in higher taxes if Labour is returned to power. Shadow Treasury chief secretary George Osborne said: ""Everyone who looks at the British economy at the moment says there has been a sharp deterioration in the public finances, that there is a black hole,"" he said. ""If Labour is elected there will be a very substantial tax increase in the Budget after the election, of the order of around £10bn.""
 
 But Mr Brown's former advisor Ed Balls, now a parliamentary hopeful, said an examination of Tory plans for the economy showed there would be a £35bn difference in investment by the end of the next parliament between the two main parties. He added: ""I don't accept there is any need for any changes to the plans we have set out to meet our spending commitments.""
 
 For the Lib Dems David Laws said: ""The chancellor will no doubt tell us today how wonderfully the economy is doing,"" he said. ""But a lot of that is built on an increase in personal and consumer debt over the last few years - that makes the economy quite vulnerable potentially if interest rates ever do have to go up in a significant way."" SNP leader Alex Salmond said his party would introduce a £2,000 grant for first time buyers, reduce corporation tax and introduce a citizens pension free from means testing. Plaid Cymru's economics spokesman Adam Price said he wanted help to get people on the housing ladder and an increase in the minimum wage to £5.60 an hour.
",politics
"Schools to take part in mock poll
 
 Record numbers of schools across the UK are to take part in a mock general election backed by the government.
 
 Some 600 schools have already signed up for the Y Vote Mock Elections 2005 run by the Hansard Society and aimed at boosting interest in politics. Pupils in the schools taking part will learn the skills of speech writers, canvassers and political candidates. Schools Minister Stephen Twigg said engaging young people's interest was ""essential"" to the future of democracy.
 
 He added: said ""Young people who are engaged and motivated by the political process are essential to the future health of our democracy. ""The mock elections initiative provides an opportunity for pupils to develop their own understanding of how the democratic process works and why it matters. ""By experiencing the election process first hand - from running a campaign to the declaration of the final result - we hope that young people will develop the enthusiasm to take part in the future."" The Hansard Society, the Electoral Commission and the Department for Education and Skills are running the programme. Pupils will stand as party candidates, speech writers and canvassers. Michael Raftery, project manager at the Hansard Society, said: ""The Y Vote Mock Elections for schools mirror the excitement and buzz of a real election, raising awareness of citizenship, and the benefits of active democracy."" The mock votes will take place around 5 May, widely expected to be the date of the general election. Information packs, including ballot papers and manifesto guides, with elections happening in early May were sent out to the 3,000 schools invited to take part.
",politics
"Act on detention ruling, UK urged
 
 The government must act quickly on the Law Lords' ruling that detention of foreign terror suspects without trial is unlawful, Mary Robinson has said.
 
 The former UN commissioner for human rights and Irish president told Radio 4's Today the government's response would be scrutinised internationally. ""It would be very troubling if the government did not accept the judgement and then work within it,"" she said. Home Secretary Charles Clarke has said detainees will not be freed at present. Speaking to Parliament on his first day in office as home secretary following David Blunkett's resignation, Mr Clarke said: ""I will be asking Parliament to renew this legislation in the New Year. ""In the meantime, we will be studying the judgement carefully to see whether it is possible to modify our legislation to address the concerns raised by the House of Lords.""
 
 Mrs Robinson said the Law Lords' ruling was ""in line with international legal opinion"" and praised their ""very decisive"" eight to one majority. ""What the Law Lords did was acknowledge the role of the government, but say that there had been a disproportionate use, that it amounted to executive detention and it was discriminatory because it didn't apply to British citizens,"" she said.
 
 Mrs Robinson warned that a lack of action by the British government could lead to further action in legal arenas such as the European Court of Human Rights in Strasbourg. ""If the government were not to accept this ruling then there is further redress, including possible damages for the individuals who could claim that the government either was tardy or was resisting the implications of the judgement of the Law Lords."" She said a meeting of the Club of Madrid - a group of former world leaders - to be held in the Spanish capital on the March anniversary of the train bombings there would probably discuss the ruling and its implications. ""I have no doubt that this judgement will be looked at, both as a very positive step in clarifying the law and restating the fundamental principles, but also the response of the British government will be under quite a clear international scrutiny there.""
 
 The detainees took their case to the House of Lords after the Court of Appeal backed the Home Office's powers to hold them without limit or charge. The government opted out of part of the European Convention on Human Rights concerning the right to a fair trial in order to bring in anti-terrorism legislation in response to the 11 September attacks in the US. Any foreign national suspected of links with terrorism can be detained or can opt to be deported. The Law Lords said the rules were incompatible with the European Convention on Human Rights as they allowed detentions ""in a way that discriminates on the ground of nationality or immigration status"". The case was heard by a panel of nine law lords rather than the usual five because of the constitutional importance of the case.
",politics
"Prime minister's questions
 
 So who, if anyone, is playing politics with the security of the nation?
 
 Michael Howard has no doubt it is the prime minister who, he claims, is ""ramming"" through Parliament the controversial new anti-terror measures without proper debate. He didn't say so, but the Tories believe the prime minister is playing the fear card on this one so he can look tough in the run up to the general election And they believe Tony Blair is using the issue to suggest the Tories are soft on terrorism. Why on earth will the prime minister not simply take up the Tories' offer to extend the existing powers temporarily to allow proper parliamentary debate of the laws, he demanded. The prime minister claims this is the clearest indication that it is the Tories who are playing politics with the issue by attempting to score cheap political points in parliament. Is not the opposition against to the proposed laws ""in principle"", in which case delaying a decision for further debate would be pointless?
 
 What this is really about, believes Mr Blair, is the Tories spotting an opportunity to embarrass, maybe even defeat the government. And that is more important to them than national security. Liberal Democrat leader Charles Kennedy avoided suggesting anyone was playing politics with the issue. He preferred to state that, as with other issues like ID cards, the government's immediate instinct was authoritarian.
 
 As is his habit nowadays, the prime minister was less rough with Mr Kennedy than he had been with Mr Howard - he prefers a more exasperated tone suggesting he believes the Lib Dems have, once again, just missed the point. Apart from all that, it was electioneering as usual. The very first question to the prime minister from Derby North's Bob Laxton asked him, in effect, if he would carry on the excellent policy of pouring more resources into schools. Later Birmingham's Sion Simon even went so far as to suggest the Tories were such a shower that we should have the general election now. The prime minister almost blushed. This was not the appropriate place to announce election day, he stammered. But can anyone be in any doubt that that announcement is just days away - an announcement coming in the week beginning 4 April for an election on 5 May is where the big money is in the Commons. And perhaps that simple fact alone means everyone is seen to be playing politics with just about everything at the moment.
",politics
"Kilroy names election seat target
 
 Ex-chat show host Robert Kilroy-Silk is to contest the Derbyshire seat of Erewash at the next general election.
 
 Labour's Elizabeth Blackman won the seat in 1997 and has a 6,932 majority. She says she will fight on her record ""as a hard-working constituency MP"". Mr Kilroy-Silk announced his plans a day after launching his new party, Veritas, the Latin for truth. The East Midlands MEP, who quit the UK Independence Party, wants his new group to ""change the face"" of UK politics. His choice of election constituency quashes speculation that he would stand against Defence Secretary Geoff Hoon in Ashfield, Nottinghamshire. UKIP won 31% of the vote in Erewash in last June's European elections - with Mr Kilroy-Silk among their candidates for the region. Until 1997, Erewash had been held by the Tories since 1970. Ms Blackman said she was proud of the government's achievements in the area. She declined to give her view of Mr Kilroy-Silk at this point.
 
 On Thursday, he told a London news conference that Veritas would avoid the old parties' ""lies and spin"". He said ""our country"" was being ""stolen from us"" by mass immigration and promised a ""firm but fair"" policy on immigration. Veritas says it hopes to contest most seats at the forthcoming general election but plans to announce detailed policies on crime, tax, pensions, health and defence over the next few weeks.
 
 UKIP leader Roger Knapman says he is glad to see the back of Mr Kilroy-Silk. Labour campaign spokesman Fraser Kemp said Veritas was joining ""an already crowded field on the right of British politics"". Mr Kilroy-Silk was joined in the new venture by one of UKIP's two London Assembly members, Damien Hockney, who is now Veritas' deputy leader.
 
 UKIP's chairman Petrina Holdsworth has said the group will just be a parody of the party the men have left. Mr Kilroy-Silk quit UKIP last week after months of tension as he vied unsuccessfully for the leadership of that party. He said he was ashamed to be a member of a UKIP whose leadership had ""gone AWOL"" after the great opportunity offered by its third place at last June's European elections. UKIP's leader, Roger Knapman, has said he is glad to see the back of Mr Kilroy-Silk. ""He has remarkable ability to influence people but, sadly, after the [European] election it became clear that he was more interested in the Robert Kilroy-Silk Party than the UK Independence Party so it was nice knowing him, now 'goodbye',"" he said. UKIP officials also argue Mr Kilroy-Silk has not been ""straightforward"" in attacking the party he once wanted to lead.
",politics
